file,scene,feature,mode,slope,p_value,direction,n_pairs,slope_rand_mean,slope_rand_std
neutral_S13,neutral,pitch_max,sym,-0.0232483418177432,0.634,none,49,-0.0387995910379956,0.0388219626272675
neutral_S13,neutral,pitch_max,h2a,0.0302983989558901,0.563,none,24,0.0209952924949987,0.0504135414917053
neutral_S13,neutral,pitch_max,a2h,-0.0853732328207183,0.24,none,25,0.0033170274232961,0.113235353495973
neutral_S13,neutral,pitch_min,sym,0.0378321600234534,0.1,none,52,0.0459075896871452,0.0057511327478478
neutral_S13,neutral,pitch_min,h2a,0.0401337240567624,0.283,none,26,0.0448021280774088,0.0081652402600184
neutral_S13,neutral,pitch_min,a2h,0.0022535506059766,0.636,none,26,-0.0121612662542005,0.0409874728754353
neutral_S13,neutral,pitch_std,sym,-0.0128448103865698,0.276,none,55,-0.0081263516399868,0.0081120733357718
neutral_S13,neutral,pitch_std,h2a,-0.0017593472901087,0.488,none,27,-0.0016385469726702,0.0098517289099298
neutral_S13,neutral,pitch_std,a2h,-0.0261654863864777,0.106,none,28,-0.0080490429962409,0.0145248549808193
neutral_S13,neutral,intensity_mean,sym,0.0004989856003805,0.84,none,55,-0.0019898648013577,0.0024843462436396
neutral_S13,neutral,intensity_mean,h2a,0.0028974940604954,0.928,none,27,-0.0013678365328611,0.0029520645216245
neutral_S13,neutral,intensity_mean,a2h,-0.0012522951256808,0.058,none,28,0.0013742596917069,0.001691943935951
neutral_S13,neutral,intensity_max,sym,-0.0009611639472304,0.842,none,55,-0.0034098891808085,0.0024768311041441
neutral_S13,neutral,intensity_max,h2a,0.0002794480201942,0.802,none,27,-0.0024408132995913,0.0029683207439047
neutral_S13,neutral,intensity_max,a2h,-0.0026521826844919,0.01,convergence,28,0.0021224743045734,0.0021929095700294
neutral_S13,neutral,intensity_min,sym,0.0014148744560345,0.727,none,55,8.428911539878194e-05,0.0020536544754539
neutral_S13,neutral,intensity_min,h2a,0.0026760451669054,0.843,none,27,5.522430958809432e-05,0.0025347916854088
neutral_S13,neutral,intensity_min,a2h,0.0005621232348169,0.512,none,28,0.0005506617928475,0.0011351147680203
neutral_S13,neutral,intensity_std,sym,-0.0007950303083246,0.542,none,55,-0.0009541120659373,0.0010561552412
neutral_S13,neutral,intensity_std,h2a,-0.001100144140945,0.482,none,27,-0.0010788301959306,0.0013654024064369
neutral_S13,neutral,intensity_std,a2h,-0.00089728901155,0.239,none,28,-0.0001726027646633,0.0010031470115122
neutral_S13,neutral,speech_rate,sym,0.0005999487665456,0.708,none,55,0.0001543778837803,0.0007703193721518
neutral_S13,neutral,speech_rate,h2a,0.0006713963712215,0.775,none,27,-3.204031847821966e-05,0.0009321532553475
neutral_S13,neutral,speech_rate,a2h,0.0002339036228295,0.71,none,28,-2.8786255158045238e-05,0.0004417929817764
neutral_S13,neutral,mfcc_centroid_dist,sym,3.770165083723174e-07,0.623,none,54,1.971410594657585e-07,5.422515474962186e-07
neutral_S13,neutral,mfcc_centroid_dist,h2a,1.303066465153421e-07,0.512,none,26,9.554696875498641e-08,7.569235758531695e-07
neutral_S13,neutral,mfcc_centroid_dist,a2h,5.260222223949718e-07,0.731,none,28,7.190886392913478e-08,6.783767487986385e-07
neutral_S13,neutral,embedding_cosine_dist,sym,5.62587471684871e-05,0.857,none,52,2.692672827799774e-06,4.895763840503975e-05
neutral_S13,neutral,embedding_cosine_dist,h2a,7.634909351328244e-05,0.888,none,25,3.334143534835652e-06,6.15757994786204e-05
neutral_S13,neutral,embedding_cosine_dist,a2h,4.066318411043125e-05,0.625,none,27,3.4247079339994e-05,2.0385150878053844e-05
neutral_S14,neutral,pitch_mean,sym,-0.0343064508115001,0.013,convergence,46,-0.0170778809758908,0.0078616449896932
neutral_S14,neutral,pitch_mean,h2a,-0.0296619786708145,0.032,convergence,23,-0.011569867513465,0.0096010392784472
neutral_S14,neutral,pitch_mean,a2h,-0.0497773492223789,0.041,convergence,23,-0.0217779991515071,0.0168496511396148
neutral_S14,neutral,pitch_max,sym,0.6268331021092323,0.99197592778335,divergence,8,0.0593518661339017,0.1888091660981609
neutral_S14,neutral,pitch_min,sym,0.0072341396191563,0.688,none,44,0.0043804266857474,0.0059791349213534
neutral_S14,neutral,pitch_min,h2a,0.0092769946476306,0.437,none,23,0.0101797440301659,0.0070265986824599
neutral_S14,neutral,pitch_min,a2h,0.0059630969368194,0.431,none,21,0.008194792126749,0.0157847637939218
neutral_S14,neutral,pitch_std,sym,-0.0119290154372648,0.18,none,28,0.0036150861163753,0.0174856509151099
neutral_S14,neutral,pitch_std,h2a,0.0015967781481933,0.449,none,14,0.0048534739642606,0.0251437584412339
neutral_S14,neutral,pitch_std,a2h,-0.0432402891819254,0.231,none,14,-0.0272028033208751,0.0211134682848828
neutral_S14,neutral,intensity_mean,sym,0.006890030028764,0.965,divergence,47,0.0017444485892384,0.002937972711866
neutral_S14,neutral,intensity_mean,h2a,0.0043009302474409,0.843,none,23,0.0006492912209124,0.0034537512643568
neutral_S14,neutral,intensity_mean,a2h,0.0088263309326469,0.997,divergence,24,0.0060183689615975,0.0011370461090732
neutral_S14,neutral,intensity_max,sym,0.0048548237203797,0.924,none,47,0.0013258259177176,0.0024466545312975
neutral_S14,neutral,intensity_max,h2a,0.0067417816547774,0.947,none,23,0.0019875735021701,0.0029439592622046
neutral_S14,neutral,intensity_max,a2h,0.0032992523942541,0.873,none,24,0.0024199096651522,0.0007753859875223
neutral_S14,neutral,intensity_min,sym,0.0135489586165607,0.91,none,47,0.0075822195159695,0.004600546775666
neutral_S14,neutral,intensity_min,h2a,0.0084686742190301,0.579,none,23,0.0071391783284608,0.005408566858243
neutral_S14,neutral,intensity_min,a2h,0.0202623408760426,0.978,divergence,24,0.0110943317593627,0.0045212745581269
neutral_S14,neutral,intensity_std,sym,0.0020035582490631,0.897,none,47,0.0006665439361225,0.0010272211374223
neutral_S14,neutral,intensity_std,h2a,0.0018899464643897,0.839,none,23,0.0006479843055396,0.0012659150742389
neutral_S14,neutral,intensity_std,a2h,0.0025401965600865,0.595,none,24,0.0023137133343783,0.0009834681564881
neutral_S14,neutral,speech_rate,sym,-0.0006011424568026,0.199,none,46,-0.0002957780481852,0.0003578971795254
neutral_S14,neutral,speech_rate,h2a,-0.0013321309482764,0.136,none,23,-0.0008455287762072,0.0004516351819956
neutral_S14,neutral,speech_rate,a2h,-0.0001606156382883,0.647,none,23,-0.0002945462283262,0.000373076711392
neutral_S14,neutral,mfcc_centroid_dist,sym,-9.37165014355545e-07,0.198,none,38,-6.828284153158871e-07,3.067131947322925e-07
neutral_S14,neutral,mfcc_centroid_dist,h2a,-1.5227826054476537e-06,0.298,none,22,-1.283436674497896e-06,4.4443597142268397e-07
neutral_S14,neutral,mfcc_centroid_dist,a2h,-5.160061409569357e-07,0.246,none,16,-4.5471600218509556e-08,7.283083421241754e-07
neutral_S14,neutral,embedding_cosine_dist,sym,-3.1827956450032176e-05,0.447,none,40,-2.6536135768194045e-05,3.107277204975378e-05
neutral_S14,neutral,embedding_cosine_dist,h2a,6.979718852534053e-07,0.75,none,23,-2.513912814859688e-05,3.693900839495141e-05
neutral_S14,neutral,embedding_cosine_dist,a2h,-5.721108949973138e-05,0.015,convergence,17,-3.345877720257961e-07,2.686522575186172e-05
neutral_S17,neutral,pitch_mean,sym,0.0168826121459496,0.981,divergence,48,-0.0030801026132816,0.0098891572409101
neutral_S17,neutral,pitch_mean,h2a,0.0190851109808603,0.929,none,24,-0.0004980329871204,0.0134407004459032
neutral_S17,neutral,pitch_mean,a2h,0.0190111036980241,0.425,none,24,0.0214756154933988,0.0129508507198062
neutral_S17,neutral,pitch_max,sym,0.0044918800252014,0.653,none,19,-0.0356448527495086,0.0940245116612473
neutral_S17,neutral,pitch_max,h2a,-0.0265923727759299,0.5592369477911646,none,9,-0.0490315232736558,0.1514606781416481
neutral_S17,neutral,pitch_max,a2h,0.0161759820929241,0.351,none,10,0.0821188199137091,0.165003475000117
neutral_S17,neutral,pitch_min,sym,0.0038642138548483,0.17,none,43,0.0067507412630974,0.0031580749217412
neutral_S17,neutral,pitch_min,h2a,0.0121407925994309,0.361,none,21,0.013977389687556,0.0050973993654909
neutral_S17,neutral,pitch_min,a2h,-0.0029007122591647,0.492,none,22,-0.0021107508942176,0.017670675380262
neutral_S17,neutral,pitch_std,sym,0.010332841388767,0.927,none,35,-0.0049647772663428,0.0107454982974667
neutral_S17,neutral,pitch_std,h2a,-0.0064132788127165,0.645,none,19,-0.0124144628544253,0.0166155335550446
neutral_S17,neutral,pitch_std,a2h,0.0293816023390857,0.899,none,16,0.0160935067223836,0.0106898658019231
neutral_S17,neutral,intensity_mean,sym,0.0007678593642564,0.181,none,53,0.0020293190721091,0.0013172062889944
neutral_S17,neutral,intensity_mean,h2a,0.001135013649276,0.216,none,26,0.0026905960297734,0.0019496452222943
neutral_S17,neutral,intensity_mean,a2h,0.0013097318845548,0.83,none,27,-0.0001286117062842,0.0015835345080081
neutral_S17,neutral,intensity_max,sym,-0.0036069099124993,0.0,convergence,53,0.0004002368522191,0.0010786249298838
neutral_S17,neutral,intensity_max,h2a,-0.0025258352005897,0.003,convergence,26,0.0016966851478419,0.0014260893579648
neutral_S17,neutral,intensity_max,a2h,-0.0046979240738158,0.208,none,27,-0.0033679082504247,0.0016548340120344
neutral_S17,neutral,intensity_min,sym,0.0009614101959521,0.178,none,53,0.0026926763619733,0.001833912682278
neutral_S17,neutral,intensity_min,h2a,-0.0010155448483787,0.014,convergence,26,0.0046747722973636,0.0027498473852858
neutral_S17,neutral,intensity_min,a2h,0.0018209609859954,0.744,none,27,0.0003085854565073,0.0024009957800684
neutral_S17,neutral,intensity_std,sym,0.000686228528937,0.667,none,53,0.000308332197983,0.0010236520981686
neutral_S17,neutral,intensity_std,h2a,0.000731820814994,0.652,none,26,0.000229064029052,0.0013020352798988
neutral_S17,neutral,intensity_std,a2h,-3.886070689489529e-05,0.578,none,27,-0.0002372315608322,0.0009745251153985
neutral_S17,neutral,speech_rate,sym,-0.0005195775962894,0.161,none,53,-0.0001576448619032,0.0003660098565683
neutral_S17,neutral,speech_rate,h2a,-0.0003433589651046,0.337,none,26,-0.0001290337572442,0.0005124544012093
neutral_S17,neutral,speech_rate,a2h,-0.000619252003855,0.087,none,27,-0.0001887410242204,0.0003245769917551
neutral_S17,neutral,mfcc_centroid_dist,sym,4.107486441060886e-07,0.856,none,46,-1.1711974871553205e-07,4.925541486349615e-07
neutral_S17,neutral,mfcc_centroid_dist,h2a,1.0625342326321187e-06,0.913,none,23,3.717145036454829e-08,7.535571793571783e-07
neutral_S17,neutral,mfcc_centroid_dist,a2h,4.1559434362241353e-07,0.285,none,23,7.44587352813146e-07,5.888777019924962e-07
neutral_S17,neutral,embedding_cosine_dist,sym,1.3737946942619575e-05,0.687,none,49,4.718279997899616e-06,2.0116149122919195e-05
neutral_S17,neutral,embedding_cosine_dist,h2a,-1.2837296576446536e-05,0.283,none,25,4.894769130321507e-06,3.134189301542446e-05
neutral_S17,neutral,embedding_cosine_dist,a2h,1.1320011987253714e-05,0.232,none,24,2.5989044414822533e-05,2.0232660464176407e-05
neutral_S18,neutral,pitch_mean,sym,0.0055091826379097,0.002,none,62,0.0221018742590553,0.0060674475652708
neutral_S18,neutral,pitch_mean,h2a,-0.0020527362066095,0.0,convergence,31,0.0209181157061998,0.0073645227320405
neutral_S18,neutral,pitch_mean,a2h,0.011343704184342,0.914,none,31,-0.0114234948402448,0.0164507051735755
neutral_S18,neutral,pitch_max,sym,-0.0121024051559777,0.402,none,59,-0.005469688664755,0.0251452436008392
neutral_S18,neutral,pitch_max,h2a,-0.0718153880102509,0.06,none,30,-0.031370203900245,0.0301369199022863
neutral_S18,neutral,pitch_max,a2h,0.0641230918572588,0.769,none,29,-0.0106314319182975,0.099123775427806
neutral_S18,neutral,pitch_min,sym,0.019507503528466,0.006,none,56,0.0318128975977579,0.0048474483071327
neutral_S18,neutral,pitch_min,h2a,-0.0015519668626177,0.001,convergence,27,0.0140302224858666,0.0057057200636239
neutral_S18,neutral,pitch_min,a2h,0.0404788163788994,0.983,divergence,29,-0.0090268820560192,0.0229750843207131
neutral_S18,neutral,pitch_std,sym,-0.0102438656508204,0.948,none,62,-0.0209086520230859,0.0065979288288833
neutral_S18,neutral,pitch_std,h2a,-0.0231978373540035,0.65,none,31,-0.0259457567763605,0.0083398670937821
neutral_S18,neutral,pitch_std,a2h,-0.0019444153934592,0.212,none,31,0.0133896735745884,0.018981892704738
neutral_S18,neutral,intensity_mean,sym,0.0014813188159632,0.935,none,63,-0.0019519328761122,0.0023064520680454
neutral_S18,neutral,intensity_mean,h2a,0.0024161572476592,0.797,none,31,-2.4894924476472835e-05,0.0028433716033891
neutral_S18,neutral,intensity_mean,a2h,0.0002984479786344,0.005,none,32,0.0042168449972674,0.0015635871871658
neutral_S18,neutral,intensity_max,sym,0.0074903657354351,1.0,divergence,63,-0.0007789328255869,0.00237603152645
neutral_S18,neutral,intensity_max,h2a,0.0054842768439272,0.991,divergence,31,-0.0012671359067672,0.0028666193803583
neutral_S18,neutral,intensity_max,a2h,0.0083332608049886,0.253,none,32,0.0088961887495463,0.0008529430895013
neutral_S18,neutral,intensity_min,sym,0.0042863668427418,0.999,divergence,63,-0.0012513999424049,0.0016486646007441
neutral_S18,neutral,intensity_min,h2a,0.0058766996652622,0.999,divergence,31,-0.0009335557063724,0.0021075437874038
neutral_S18,neutral,intensity_min,a2h,0.0025697977382444,0.473,none,32,0.0026765747712654,0.0015649104449244
neutral_S18,neutral,intensity_std,sym,0.00010303127458,0.458,none,63,0.0002137777726945,0.0008577199900018
neutral_S18,neutral,intensity_std,h2a,-0.00121214082804,0.25,none,31,-0.00040894758731,0.0011528831632656
neutral_S18,neutral,intensity_std,a2h,0.0009475426995053,0.88,none,32,-0.0002758910712316,0.0010697900855466
neutral_S18,neutral,speech_rate,sym,-0.0005783021278452,0.337,none,63,-0.0003506329474238,0.0005774563568829
neutral_S18,neutral,speech_rate,h2a,-0.0004785492064337,0.454,none,31,-0.0004074382995268,0.0007496240177577
neutral_S18,neutral,speech_rate,a2h,-0.0006479882068687,0.262,none,32,-0.0003979214339066,0.0003905779455624
neutral_S18,neutral,mfcc_centroid_dist,sym,1.026429196529733e-06,0.899,none,58,9.099880992055956e-08,7.447711966482507e-07
neutral_S18,neutral,mfcc_centroid_dist,h2a,6.469388942079394e-07,0.815,none,30,-2.695343256568096e-07,9.847547034157994e-07
neutral_S18,neutral,mfcc_centroid_dist,a2h,9.936698654865389e-07,0.744,none,28,4.564916589167813e-07,7.916318536712361e-07
neutral_S18,neutral,embedding_cosine_dist,sym,4.482799257922081e-05,0.807,none,54,1.6018944574612674e-05,3.2058959979323604e-05
neutral_S18,neutral,embedding_cosine_dist,h2a,3.657866161928138e-05,0.808,none,29,1.7005507475256469e-06,3.946808445481311e-05
neutral_S18,neutral,embedding_cosine_dist,a2h,3.4491190069076566e-05,0.742,none,25,1.74373352834228e-05,2.6660793524324705e-05
neutral_S20,neutral,pitch_mean,sym,-0.0142571236288982,0.01,convergence,45,0.0072107224382623,0.0089740155823963
neutral_S20,neutral,pitch_mean,h2a,-0.0168118435040032,0.104,none,22,-0.0024161003355607,0.0112178712761295
neutral_S20,neutral,pitch_mean,a2h,-0.0118863785553457,0.797,none,23,-0.0249186880726059,0.0157383662813183
neutral_S20,neutral,pitch_max,sym,-0.2172502439601758,0.133,none,26,-0.0886255700258192,0.1163072225334601
neutral_S20,neutral,pitch_max,h2a,-0.3725742912277885,0.127,none,12,-0.1940432689915114,0.1570331734446915
neutral_S20,neutral,pitch_max,a2h,-0.0473860073724419,0.793,none,14,-0.1466601981311978,0.1198765214938511
neutral_S20,neutral,pitch_min,sym,0.0128576882440618,0.246,none,37,0.017905692366449,0.0071128541623406
neutral_S20,neutral,pitch_min,h2a,0.0098830221441074,0.275,none,19,0.0160847822716015,0.0098412509367336
neutral_S20,neutral,pitch_min,a2h,0.0177665882968425,0.676,none,18,0.0053976383402434,0.0282241894638373
neutral_S20,neutral,pitch_std,sym,-0.0547112076462721,0.214,none,30,-0.0407794081283587,0.0179286366062205
neutral_S20,neutral,pitch_std,h2a,-0.0352507072442475,0.745,none,15,-0.0512531769314158,0.0238021126890936
neutral_S20,neutral,pitch_std,a2h,-0.0562234539746677,0.085,none,15,-0.0299440402461963,0.0198984291119794
neutral_S20,neutral,intensity_mean,sym,-0.0032617852016676,0.097,none,45,-0.0002155485161248,0.002399437978309
neutral_S20,neutral,intensity_mean,h2a,-0.0018213771468745,0.208,none,22,0.0008145679248713,0.0032302304311863
neutral_S20,neutral,intensity_mean,a2h,-0.0052743581848902,0.305,none,23,-0.004168288994176,0.002579500302562
neutral_S20,neutral,intensity_max,sym,0.0012684189698564,0.374,none,45,0.0018341635276397,0.0017690929883888
neutral_S20,neutral,intensity_max,h2a,0.0009827215547339,0.574,none,22,0.0006454541997826,0.0021788271998111
neutral_S20,neutral,intensity_max,a2h,0.0014660263856331,0.998,divergence,23,-0.0019118891636589,0.0010436991418593
neutral_S20,neutral,intensity_min,sym,-0.0005529429881524,0.341,none,45,0.0007400168568995,0.0028589711721408
neutral_S20,neutral,intensity_min,h2a,0.0026901314230225,0.632,none,22,0.0013674726589536,0.0040208587827277
neutral_S20,neutral,intensity_min,a2h,-0.0021469679015941,0.196,none,23,0.0002304623745778,0.0027630876008125
neutral_S20,neutral,intensity_std,sym,0.0007869859635734,0.791,none,45,-0.0004170755242805,0.0014642942482377
neutral_S20,neutral,intensity_std,h2a,0.0019337667823713,0.951,divergence,22,-0.000964994936525,0.001832474836886
neutral_S20,neutral,intensity_std,a2h,0.0011548211996904,0.663,none,23,0.0005637139755095,0.001478026645228
neutral_S20,neutral,speech_rate,sym,0.0001978618398606,0.502,none,45,0.0001972588023583,0.0005408092801223
neutral_S20,neutral,speech_rate,h2a,0.000847248985993,0.852,none,22,-7.198721473277806e-06,0.0008091426892074
neutral_S20,neutral,speech_rate,a2h,-0.0004087891728711,0.52,none,23,-0.0004386624023448,0.0006226605978175
neutral_S20,neutral,mfcc_centroid_dist,sym,-2.409398475770336e-07,0.501,none,40,-2.3560993352272346e-07,6.408083505892111e-07
neutral_S20,neutral,mfcc_centroid_dist,h2a,-9.189026079262129e-08,0.475,none,21,1.0204663360029941e-08,9.323236495892768e-07
neutral_S20,neutral,mfcc_centroid_dist,a2h,6.760742817096705e-07,0.573,none,19,3.14439855739672e-07,1.9527346546468465e-06
neutral_S20,neutral,embedding_cosine_dist,sym,-2.119916474979237e-05,0.26,none,42,1.286855241486429e-06,3.4740821119261055e-05
neutral_S20,neutral,embedding_cosine_dist,h2a,-1.3689298064135337e-05,0.354,none,22,3.878155832141106e-06,4.466540813452974e-05
neutral_S20,neutral,embedding_cosine_dist,a2h,-2.031586469881496e-05,0.587,none,20,-2.4740920853294557e-05,2.315767190928133e-05
neutral_S21,neutral,pitch_mean,sym,-0.0486090416098469,0.0,convergence,47,0.0009720041360567,0.0121260669441804
neutral_S21,neutral,pitch_mean,h2a,-0.0173165321562814,0.001,convergence,23,0.035253671486122,0.0182292014868998
neutral_S21,neutral,pitch_mean,a2h,-0.073334111521932,0.172,none,24,-0.0540316301479554,0.0197841840048432
neutral_S21,neutral,pitch_max,sym,-0.1900619628402438,0.01,convergence,48,-0.0761599526163863,0.0425342206162833
neutral_S21,neutral,pitch_max,h2a,-0.1578156423685172,0.18,none,23,-0.0957546074253751,0.0660610848959215
neutral_S21,neutral,pitch_max,a2h,-0.2418244311424539,0.265,none,25,-0.1688800578356019,0.107619866362378
neutral_S21,neutral,pitch_min,sym,-0.0001770088910102,0.229,none,44,0.005757424276767,0.0081477246343414
neutral_S21,neutral,pitch_min,h2a,0.0258148491653622,0.396,none,22,0.0286532952568772,0.0112749856079295
neutral_S21,neutral,pitch_min,a2h,-0.0229605932811277,0.275,none,22,-0.0017239736624493,0.0343309321181688
neutral_S21,neutral,pitch_std,sym,-0.0295916433652997,0.006,convergence,49,-0.009332428924786,0.0079650434686219
neutral_S21,neutral,pitch_std,h2a,-0.0163544246427313,0.329,none,24,-0.0111473981506104,0.0114876636535274
neutral_S21,neutral,pitch_std,a2h,-0.0387346873746861,0.387,none,25,-0.0330052655217998,0.0180270923784261
neutral_S21,neutral,intensity_mean,sym,-0.0045608614679262,0.446,none,49,-0.0042658964949502,0.0017168968276379
neutral_S21,neutral,intensity_mean,h2a,-0.0024456492815716,0.659,none,24,-0.0036347972860505,0.0028392743640657
neutral_S21,neutral,intensity_mean,a2h,-0.0051390568356462,0.014,convergence,25,0.0001175995826822,0.0023189831535875
neutral_S21,neutral,intensity_max,sym,0.0011613890118565,0.83,none,49,-0.0003468190692554,0.0016300129623729
neutral_S21,neutral,intensity_max,h2a,0.0038048791861254,0.941,none,24,0.000155391169102,0.0024093637003548
neutral_S21,neutral,intensity_max,a2h,0.0004127573991214,0.122,none,25,0.0012195642215906,0.0006962325833147
neutral_S21,neutral,intensity_min,sym,0.0029464428918204,0.592,none,49,0.0023153628686877,0.0030095944792671
neutral_S21,neutral,intensity_min,h2a,-0.0001549662143098,0.276,none,24,0.002717581337501,0.0046261326878719
neutral_S21,neutral,intensity_min,a2h,0.0058078600038853,0.676,none,25,0.0040995681385488,0.0036467287668119
neutral_S21,neutral,intensity_std,sym,0.0011782805689432,0.157,none,49,0.0022856636454119,0.0011425939534327
neutral_S21,neutral,intensity_std,h2a,0.0013403508814297,0.486,none,24,0.0013962501945508,0.0016599821576875
neutral_S21,neutral,intensity_std,a2h,0.0019186177120637,0.76,none,25,0.0006120239241888,0.0018570984557259
neutral_S21,neutral,speech_rate,sym,-0.0009941250640306,0.015,convergence,48,-7.64418033630384e-06,0.0004850146938007
neutral_S21,neutral,speech_rate,h2a,-0.000956001735997,0.134,none,24,-8.54797899133049e-05,0.0007914136576785
neutral_S21,neutral,speech_rate,a2h,-0.0007489396649347,0.805,none,24,-0.0013813340658556,0.0007618772117866
neutral_S21,neutral,mfcc_centroid_dist,sym,3.796699966120669e-08,0.455,none,41,1.6478679987541789e-07,8.516291850526984e-07
neutral_S21,neutral,mfcc_centroid_dist,h2a,1.1014384477604854e-06,0.7,none,21,4.69231679600061e-07,1.1827433177558738e-06
neutral_S21,neutral,mfcc_centroid_dist,a2h,-5.829253666123548e-07,0.313,none,20,1.5203550912257892e-07,1.44615529781554e-06
neutral_S21,neutral,embedding_cosine_dist,sym,6.869866691351229e-05,0.978,divergence,45,1.6652722448962696e-05,2.665450737901332e-05
neutral_S21,neutral,embedding_cosine_dist,h2a,5.0095801025757566e-05,0.896,none,24,5.112562245098871e-08,3.960237678129887e-05
neutral_S21,neutral,embedding_cosine_dist,a2h,7.033265995111919e-05,0.922,none,21,2.5246451738109293e-05,3.2344328420722604e-05
neutral_S22,neutral,pitch_mean,sym,-0.0028605395998376,0.129,none,37,0.0042376116605887,0.0064117183158557
neutral_S22,neutral,pitch_mean,h2a,-0.0188895442559484,0.077,none,18,-0.0040844342945627,0.0102852741071705
neutral_S22,neutral,pitch_mean,a2h,0.0140485278037225,0.896,none,19,-0.0047292466720017,0.0151908822589585
neutral_S22,neutral,pitch_max,sym,-0.1042410569874226,0.008,convergence,27,0.0022449339208149,0.0442669392512673
neutral_S22,neutral,pitch_max,h2a,-0.1922593920264071,0.042,convergence,16,-0.0678510046809635,0.0723936941684666
neutral_S22,neutral,pitch_max,a2h,-0.0125699327556724,0.699,none,11,-0.0644826911639594,0.1073139026526024
neutral_S22,neutral,pitch_min,sym,-0.0164805883517711,0.019,convergence,36,-0.0053735184926524,0.0054471362126837
neutral_S22,neutral,pitch_min,h2a,-0.0220670189902822,0.111,none,18,-0.0118380060794195,0.008174127030104
neutral_S22,neutral,pitch_min,a2h,-0.0047542045675549,0.644,none,18,-0.0094117198366317,0.0133717777494452
neutral_S22,neutral,pitch_std,sym,0.0148564274344527,0.838,none,35,0.0074698435340549,0.0074623227600268
neutral_S22,neutral,pitch_std,h2a,0.0093350173320583,0.521,none,18,0.0086253613432272,0.01117790999861
neutral_S22,neutral,pitch_std,a2h,0.0181277485718674,0.839,none,17,0.0061022952844848,0.0119356370179727
neutral_S22,neutral,intensity_mean,sym,-0.0008993829404176,0.415,none,37,-0.0006378488984702,0.0012648717291875
neutral_S22,neutral,intensity_mean,h2a,0.001804874472231,0.853,none,18,-5.341289059924012e-05,0.0017150920894815
neutral_S22,neutral,intensity_mean,a2h,-0.0045085743782772,0.135,none,19,-0.0025542255834076,0.0016866248701839
neutral_S22,neutral,intensity_max,sym,0.0003690481595116,0.597,none,37,9.05448610645774e-05,0.0010394424156268
neutral_S22,neutral,intensity_max,h2a,4.041311309756104e-05,0.525,none,18,-5.927690044795392e-05,0.0014592656467093
neutral_S22,neutral,intensity_max,a2h,-0.0007939185894523,0.43,none,19,-0.0006581439787573,0.0008333968081773
neutral_S22,neutral,intensity_min,sym,0.0043449184048096,0.971,divergence,37,-0.0001139854327939,0.0023552080497808
neutral_S22,neutral,intensity_min,h2a,0.0046947377824675,0.929,none,18,-0.0004653049725221,0.0035229859645297
neutral_S22,neutral,intensity_min,a2h,0.0055259781479194,0.928,none,19,0.0006197802740508,0.0032435577847973
neutral_S22,neutral,intensity_std,sym,0.0009099185640476,0.918,none,37,-0.0005305987249304,0.0010420231907593
neutral_S22,neutral,intensity_std,h2a,0.0038302499088623,0.998,divergence,18,-0.0004958298435708,0.0014899803303744
neutral_S22,neutral,intensity_std,a2h,-0.0013476547902139,0.832,none,19,-0.0025148826734673,0.0012138685636037
neutral_S22,neutral,speech_rate,sym,-8.05894023520787e-05,0.422,none,37,1.5647908432416708e-05,0.0004537401270177
neutral_S22,neutral,speech_rate,h2a,-0.0007253684021515,0.198,none,18,-0.0001329403568797,0.0006844413596733
neutral_S22,neutral,speech_rate,a2h,0.0003041457390375,0.993,divergence,19,-0.0006927349792768,0.0003598902912686
neutral_S22,neutral,mfcc_centroid_dist,sym,-1.4231891633232366e-06,0.217,none,30,-9.715130349196129e-07,5.808510024139013e-07
neutral_S22,neutral,mfcc_centroid_dist,h2a,6.032830219407342e-07,0.822,none,14,-1.3410454713456433e-07,8.363768517649322e-07
neutral_S22,neutral,mfcc_centroid_dist,a2h,-3.772419922173352e-06,0.001,convergence,16,-5.448713199428465e-07,9.898017347809557e-07
neutral_S22,neutral,embedding_cosine_dist,sym,3.664490393353717e-05,0.927,none,32,3.4925698716002805e-07,2.5555090292024496e-05
neutral_S22,neutral,embedding_cosine_dist,h2a,6.972733519641626e-05,0.967,divergence,16,5.236441432928594e-06,3.587981502214842e-05
neutral_S22,neutral,embedding_cosine_dist,a2h,-1.6672700721021096e-05,0.079,none,16,7.2037385863240944e-06,1.7223721060075856e-05
neutral_S23,neutral,pitch_mean,sym,0.0008446054708339,0.842,none,43,-0.0055951832700481,0.0071083664831729
neutral_S23,neutral,pitch_mean,h2a,0.0129680756120134,0.955,divergence,22,-0.0039153981188992,0.0096515086189447
neutral_S23,neutral,pitch_mean,a2h,-0.0032907227303311,0.506,none,21,-0.0027300512137191,0.0206143782489659
neutral_S23,neutral,pitch_max,sym,0.1231072620378958,0.738,none,39,0.095294207651189,0.0407110424858195
neutral_S23,neutral,pitch_max,h2a,0.2485732599551731,0.935,none,19,0.1427005737474092,0.06800711664073
neutral_S23,neutral,pitch_max,a2h,0.0397942267820035,0.652,none,20,-0.0098607454386534,0.1201554370029341
neutral_S23,neutral,pitch_min,sym,-0.0036989145600465,0.318,none,33,-0.0010916559920522,0.0081267717878272
neutral_S23,neutral,pitch_min,h2a,-0.0216256514460489,0.238,none,16,-0.016414585434109,0.0109773206441515
neutral_S23,neutral,pitch_min,a2h,0.0085049827711393,0.615,none,17,-0.0029802039087534,0.0361048594508429
