file,scene,feature,n_windows,sync_strength,ctrl_strength,s_sync_real,s_sync_rand_mean,s_sync_rand_std,p_value,test,significant,pos_sync_ratio,neg_sync_ratio,human_follow_ratio,ai_follow_ratio,simultaneous_ratio,mean_abs_lag
neutral_S01,neutral,embedding_cosine_dist,8,0.7173694915956028,0.7605984101284129,0.2038479157021311,0.2028664591892808,0.1359058358171379,0.2554427343783522,t,False,0.375,0.625,0.25,0.625,0.125,4.0
neutral_S02,neutral,pitch_mean,2,0.8364169117299265,0.7566568029487142,0.2241231869122557,0.1633250985626808,0.0436187801540504,0.2121212121212121,MW,False,0.5,0.5,0.5,0.5,0.0,3.0
neutral_S02,neutral,pitch_max,2,0.7203524029626023,0.8184549571937556,0.1572340170558053,0.2372090069867621,0.1180763836148918,0.7575757575757577,MW,False,0.0,1.0,0.5,0.5,0.0,3.5
neutral_S02,neutral,pitch_std,2,0.7287792067738617,0.7606568070795332,0.1337247278655389,0.2193402833346026,0.0878766034845895,0.6103896103896104,MW,False,0.5,0.5,0.5,0.5,0.0,4.5
neutral_S02,neutral,intensity_mean,2,0.745338787420365,0.7494931564148803,0.1242231312367274,0.1857060239815955,0.0875467198688095,0.5238095238095237,MW,False,1.0,0.0,0.5,0.5,0.0,5.0
neutral_S02,neutral,intensity_max,2,0.7264239434516466,0.736311872561521,0.1356374306279001,0.1649034489929018,0.0603576946240185,0.5238095238095237,MW,False,1.0,0.0,0.5,0.5,0.0,4.5
neutral_S02,neutral,intensity_min,2,0.8485138799628031,0.6810292289495512,0.1763501609351724,0.1886837250286887,0.1353310220479703,0.0692640692640692,MW,False,0.5,0.5,1.0,0.0,0.0,4.0
neutral_S02,neutral,intensity_std,2,0.7478858976908269,0.7827851974348177,0.1495771795381653,0.1828825999896496,0.0745909616338271,0.6493506493506493,MW,False,1.0,0.0,0.5,0.5,0.0,4.0
neutral_S02,neutral,speech_rate,2,0.7693242370007809,0.7804854856895383,0.4217582154087055,0.2099720404569623,0.1270241524388558,0.5238095238095237,MW,False,0.0,1.0,0.0,0.5,0.5,2.5
neutral_S02,neutral,mfcc_centroid_dist,2,0.6582823873778767,0.7810151901323691,0.1341336224997037,0.2288049645314879,0.1391582374426082,0.9134199134199136,MW,False,0.0,1.0,1.0,0.0,0.0,4.0
neutral_S02,neutral,embedding_cosine_dist,2,0.6667105079681122,0.7740892536918893,0.2701743583973209,0.249117697991029,0.1817526658202273,0.8441558441558441,MW,False,0.5,0.5,0.5,0.5,0.0,1.5
neutral_S03,neutral,pitch_mean,4,0.803465068127063,0.7461333302033643,0.1826685496496716,0.1826342917541549,0.0837342048944286,0.1756893135225523,MW,False,0.0,1.0,0.75,0.25,0.0,3.75
neutral_S03,neutral,pitch_max,4,0.727970135823955,0.7415646971623037,0.1680155196145674,0.2075162310119832,0.1322572115805647,0.6123486430496676,t,False,0.5,0.5,0.5,0.5,0.0,3.75
neutral_S03,neutral,pitch_min,4,0.8103396244937962,0.7793857600340821,0.1778566815446213,0.2205780156771994,0.1145726372054158,0.6061254632461801,t,False,0.5,0.5,0.75,0.25,0.0,3.75
neutral_S03,neutral,pitch_std,4,0.75391886597795,0.7219913755070395,0.1873436490108159,0.2427615960666206,0.1937525033161761,0.6876657771767585,t,False,0.5,0.5,0.0,1.0,0.0,3.5
neutral_S03,neutral,intensity_mean,4,0.8517303446448494,0.7533915240031734,0.2400036463286424,0.1762198695958914,0.091097737421168,0.0824818970026003,MW,False,0.5,0.5,0.75,0.25,0.0,3.25
neutral_S03,neutral,intensity_max,4,0.7549000998736729,0.7467378104686884,0.2830247954658972,0.1799081830865271,0.061597525394125,0.8933943853378477,t,False,1.0,0.0,0.25,0.75,0.0,2.25
neutral_S03,neutral,intensity_min,4,0.7729279469322761,0.786771049135847,0.2133611030379211,0.1914025758498573,0.0813489802191158,0.8884779279417545,t,False,0.5,0.5,0.5,0.5,0.0,3.5
neutral_S03,neutral,intensity_std,4,0.811843203830769,0.7726663514254136,0.1424763928682291,0.1914183557768325,0.1181448434588817,0.2448674411238223,MW,False,0.5,0.5,0.0,1.0,0.0,4.75
neutral_S03,neutral,speech_rate,4,0.821763148412011,0.7363281146661053,0.1582239364172819,0.1943939924612737,0.1356478611817798,0.370228221003278,t,False,0.5,0.5,0.5,0.5,0.0,4.25
neutral_S03,neutral,mfcc_centroid_dist,3,0.6340052688941923,0.7557267466333991,0.1632103263684973,0.1856253851507929,0.1202833010356808,0.4149925697404581,t,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,3.0
neutral_S03,neutral,embedding_cosine_dist,4,0.8236964406066443,0.7948488657537511,0.1436612333680146,0.2315288106836765,0.1773548511976602,0.5963272227562666,t,False,0.5,0.5,0.5,0.5,0.0,4.75
neutral_S06,neutral,pitch_mean,6,0.7866159983259203,0.729401826576432,0.1917496445415067,0.1814200842731557,0.0966722878973634,0.1337008443698026,MW,False,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.0,3.8333333333333335
neutral_S06,neutral,pitch_max,6,0.6958984685110821,0.7444500754338003,0.203726079703368,0.2367533994212666,0.1776411588355808,0.4917447091262954,t,False,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,3.6666666666666665
neutral_S06,neutral,pitch_min,6,0.7669509226581998,0.7649728866025035,0.2242791620845785,0.1898848494359594,0.1224263208051798,0.9719665167021002,t,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,2.833333333333333
