file,scene,feature,s_sync_real,s_sync_rand_mean,s_sync_rand_std,slope,slope_rand_mean,slope_rand_std,norm_sync,norm_conv,EI_raw,EI
arguing_S13,arguing,embedding_cosine_dist,0.1534018006459541,0.19787199069008,0.1280218936599201,-6.246807675024341e-06,-1.763650625503916e-05,2.8385419831621423e-05,-0.3473639451253345,-0.4012517217492999,-0.3743078334373172,-0.5093674249926485
arguing_S14,arguing,pitch_mean,0.2376066196553481,0.1998033437768379,0.1243784933978575,0.0057981076403954,-0.0215598630574486,0.0140388910862934,0.3039373998331563,-1.9487273268010763,-0.8223949634839601,-1.1637199128682172
arguing_S14,arguing,pitch_max,0.1461111087663832,0.1570829093670404,0.0462663127697115,0.1329781033791536,0.0142004998745047,0.098397389782326,-0.2371444782139618,-1.2071214873423766,-0.7221329827781692,-1.0173049142777928
arguing_S14,arguing,pitch_min,0.2712734604496886,0.1940909331892136,0.0990263437535696,0.0062590808658665,0.003428092361378,0.0075306478124454,0.7794140865439433,-0.3759289472825849,0.2017425696306791,0.3318529295174898
arguing_S14,arguing,pitch_std,0.2379186900069567,0.1798800937921338,0.0808094615146852,0.0247957701158002,0.0042162792951706,0.0154345702382372,0.7182153565554421,-1.333337469264062,-0.3075610563543099,-0.4118954899308328
arguing_S14,arguing,intensity_mean,0.1766218680470097,0.1862203720168989,0.1180029182690179,0.0030068250828681,4.360547147639104e-05,0.0025693151921583,-0.0813412423242529,-1.1533110536362483,-0.6173261479802507,-0.8642529551884011
arguing_S14,arguing,intensity_max,0.2425223413878572,0.1817798775270479,0.0960267295697919,0.0026756972447523,0.000912562553284,0.0021761533698525,0.632557873551883,-0.8102069991453799,-0.0888245627967484,-0.0924692909822719
arguing_S14,arguing,intensity_min,0.1686668679039774,0.189057120032623,0.0825809005002984,0.0070637039250396,-0.0019180733005765,0.0054472893591808,-0.246912445918072,-1.648852600510071,-0.9478825232140716,-1.3469724354262405
arguing_S14,arguing,intensity_std,0.2001061578179939,0.1904791485487854,0.1060840652089606,0.0024924206004823,-0.0004302990847473,0.0012662264289247,0.0907488721349956,-2.30821251117908,-1.108731819522042,-1.5818645583068929
arguing_S14,arguing,speech_rate,0.307558148534868,0.2004306146115747,0.1393830631638877,8.242126250676061e-05,0.0002420186678131,0.0005549010119576,0.7685835817608049,0.2876141904000244,0.5280988860804147,0.8084389621950214
arguing_S14,arguing,mfcc_centroid_dist,0.2079674680324318,0.1644295927127735,0.0532631720510535,-4.778475176998028e-07,-2.3010390320503777e-07,6.991444372801741e-07,0.817410485389917,0.3543525504665993,0.5858815179282582,0.892820338874371
arguing_S14,arguing,embedding_cosine_dist,0.1519506197958581,0.1905175023065092,0.0706107284266015,-7.505528886917347e-06,-3.204518417117395e-06,2.791012393333924e-05,-0.54619012393762,0.1541021630743209,-0.1960439804316495,-0.2490444032169482
arguing_S17,arguing,pitch_mean,0.1724473557472303,0.175544971111841,0.0922506004309871,0.0331513461140484,0.0126454422935452,0.0113944023481346,-0.0335782677851298,-1.799647159542357,-0.9166127136637436,-1.3013083752410652
arguing_S17,arguing,pitch_max,0.2175387324861911,0.165601354889112,0.0368031597918931,0.0369923466372226,0.0274805920379135,0.0840729322388599,1.4112206096097135,-0.1131369436751084,0.6490418329673027,0.9850548765556952
arguing_S17,arguing,pitch_min,0.221819357297983,0.1985181114523006,0.1289544169474228,0.0371398828215975,0.0264825796548679,0.0045944313489803,0.1806936621270037,-2.3196131049155646,-1.0694597213942805,-1.524514562310982
arguing_S17,arguing,pitch_std,0.150789187546469,0.1729624178767058,0.0998264093203513,0.0137147680221477,0.0001576817284277,0.014334474547476,-0.2221178792385594,-0.9457679281384694,-0.5839429036885144,-0.8155025950667399
arguing_S17,arguing,intensity_mean,0.1711336315113636,0.1940213302392187,0.1030159332566117,0.0001696725026987,0.004323870671129,0.0021586643369605,-0.2221762984065975,1.9244298881036803,0.8511267948485414,1.2801644405270218
arguing_S17,arguing,intensity_max,0.1778985059439095,0.1756901547707453,0.0743902732044591,0.0073484977981485,0.0077674099365507,0.0014405958521098,0.0296860204706417,0.2907908819733787,0.1602384512220102,0.2712434602498327
arguing_S17,arguing,intensity_min,0.2992480722242978,0.1802278988610366,0.0816914343518881,-0.0059659815205152,-0.0003098818339581,0.0038770407585663,1.4569480179596126,1.4588703185696408,1.4579091682646266,2.1662634356098027
arguing_S17,arguing,intensity_std,0.243258679744253,0.1930591900825979,0.1228090130926801,0.0016492791389391,-6.472452420779109e-06,0.0014795300300931,0.4087606308160064,-1.1191064443995709,-0.3551729067917822,-0.4814242281984917
arguing_S17,arguing,speech_rate,0.1623861159717412,0.1919323375989334,0.0978819490838013,-0.0005435198633914,-0.0004136814717378,0.0004891364896298,-0.301855673122082,0.2654440926128154,-0.0182057902546333,0.0106570128212803
arguing_S17,arguing,mfcc_centroid_dist,0.1738873232890572,0.186741971448957,0.1155898035715339,-1.1517858760299809e-06,3.174465261838927e-07,7.451200030767849e-07,-0.1112091876853528,1.971806415271432,0.9302986137930396,1.3957809651314526
arguing_S17,arguing,embedding_cosine_dist,0.1888231594713949,0.1921366328874956,0.0961739609884176,1.2677553961828724e-05,6.902769909850724e-06,2.056102448739514e-05,-0.0344529161744699,-0.2808607156476181,-0.157656815911044,-0.1929866971990756
